SeriesID,EpisodeID,TaskID,ContestantID,ContestantName,Score
3,6,4,Contestant15,Oscar Kelly,5
3,6,5,Contestant11,Rob Sanders,2
3,6,5,Contestant12,Phil Sanders,3
3,6,5,Contestant13,Chris Ross,5
3,6,5,Contestant14,Daisy Walker,1
3,6,5,Contestant15,Oscar Kelly,2
3,7,1,Contestant11,Rob Sanders,2
3,7,1,Contestant12,Phil Sanders,2
3,7,1,Contestant13,Chris Ross,3
3,7,1,Contestant14,Daisy Walker,5
3,7,1,Contestant15,Oscar Kelly,5
3,7,2,Contestant11,Rob Sanders,1
3,7,2,Contestant12,Phil Sanders,1
3,7,2,Contestant13,Chris Ross,2
3,7,2,Contestant14,Daisy Walker,1
3,7,2,Contestant15,Oscar Kelly,3
3,7,3,Contestant11,Rob Sanders,5
3,7,3,Contestant12,Phil Sanders,2
3,7,3,Contestant13,Chris Ross,1
3,7,3,Contestant14,Daisy Walker,3
3,7,3,Contestant15,Oscar Kelly,3
3,7,4,Contestant11,Rob Sanders,1
3,7,4,Contestant12,Phil Sanders,5
3,7,4,Contestant13,Chris Ross,1
3,7,4,Contestant14,Daisy Walker,2
3,7,4,Contestant15,Oscar Kelly,1
3,7,5,Contestant11,Rob Sanders,3
3,7,5,Contestant12,Phil Sanders,1
3,7,5,Contestant13,Chris Ross,5
3,7,5,Contestant14,Daisy Walker,4
3,7,5,Contestant15,Oscar Kelly,1
3,8,1,Contestant11,Rob Sanders,5
3,8,1,Contestant12,Phil Sanders,5
3,8,1,Contestant13,Chris Ross,3
3,8,1,Contestant14,Daisy Walker,5
3,8,1,Contestant15,Oscar Kelly,5
3,8,2,Contestant11,Rob Sanders,5
3,8,2,Contestant12,Phil Sanders,5
3,8,2,Contestant13,Chris Ross,2
3,8,2,Contestant14,Daisy Walker,2
3,8,2,Contestant15,Oscar Kelly,3
3,8,3,Contestant11,Rob Sanders,1
3,8,3,Contestant12,Phil Sanders,5
3,8,3,Contestant13,Chris Ross,1
3,8,3,Contestant14,Daisy Walker,1
3,8,3,Contestant15,Oscar Kelly,3
3,8,4,Contestant11,Rob Sanders,5
3,8,4,Contestant12,Phil Sanders,5
3,8,4,Contestant13,Chris Ross,4
3,8,4,Contestant14,Daisy Walker,1
3,8,4,Contestant15,Oscar Kelly,1
3,8,5,Contestant11,Rob Sanders,2
3,8,5,Contestant12,Phil Sanders,4
3,8,5,Contestant13,Chris Ross,2
3,8,5,Contestant14,Daisy Walker,2
3,8,5,Contestant15,Oscar Kelly,2
3,9,1,Contestant11,Rob Sanders,3
3,9,1,Contestant12,Phil Sanders,3
3,9,1,Contestant13,Chris Ross,2
3,9,1,Contestant14,Daisy Walker,4
3,9,1,Contestant15,Oscar Kelly,1
3,9,2,Contestant11,Rob Sanders,4
3,9,2,Contestant12,Phil Sanders,5
3,9,2,Contestant13,Chris Ross,3
3,9,2,Contestant14,Daisy Walker,1
3,9,2,Contestant15,Oscar Kelly,1
3,9,3,Contestant11,Rob Sanders,5
3,9,3,Contestant12,Phil Sanders,5
3,9,3,Contestant13,Chris Ross,2
3,9,3,Contestant14,Daisy Walker,3
3,9,3,Contestant15,Oscar Kelly,3
3,9,4,Contestant11,Rob Sanders,4
3,9,4,Contestant12,Phil Sanders,2
3,9,4,Contestant13,Chris Ross,2
3,9,4,Contestant14,Daisy Walker,2
3,9,4,Contestant15,Oscar Kelly,2
3,9,5,Contestant11,Rob Sanders,3
3,9,5,Contestant12,Phil Sanders,3
3,9,5,Contestant13,Chris Ross,2
3,9,5,Contestant14,Daisy Walker,4
3,9,5,Contestant15,Oscar Kelly,1
3,10,1,Contestant11,Rob Sanders,1
3,10,1,Contestant12,Phil Sanders,4
3,10,1,Contestant13,Chris Ross,2
3,10,1,Contestant14,Daisy Walker,3
3,10,1,Contestant15,Oscar Kelly,1
3,10,2,Contestant11,Rob Sanders,5
3,10,2,Contestant12,Phil Sanders,5
3,10,2,Contestant13,Chris Ross,4
3,10,2,Contestant14,Daisy Walker,2
3,10,2,Contestant15,Oscar Kelly,1
3,10,3,Contestant11,Rob Sanders,2
3,10,3,Contestant12,Phil Sanders,1
3,10,3,Contestant13,Chris Ross,4
3,10,3,Contestant14,Daisy Walker,4
3,10,3,Contestant15,Oscar Kelly,5
3,10,4,Contestant11,Rob Sanders,2
3,10,4,Contestant12,Phil Sanders,5
3,10,4,Contestant13,Chris Ross,2
3,10,4,Contestant14,Daisy Walker,5
3,10,4,Contestant15,Oscar Kelly,3
3,10,5,Contestant11,Rob Sanders,3
3,10,5,Contestant12,Phil Sanders,3
3,10,5,Contestant13,Chris Ross,3
3,10,5,Contestant14,Daisy Walker,1
3,10,5,Contestant15,Oscar Kelly,3
4,1,1,Contestant16,Helen Campbell,4
4,1,1,Contestant17,Mark Turner,4
4,1,1,Contestant18,Tim Bennett,1
4,1,1,Contestant19,Carrie Lee,3
4,1,1,Contestant20,Natalie Wright,3
4,1,2,Contestant16,Helen Campbell,3
4,1,2,Contestant17,Mark Turner,5
4,1,2,Contestant18,Tim Bennett,2
4,1,2,Contestant19,Carrie Lee,5
4,1,2,Contestant20,Natalie Wright,2
4,1,3,Contestant16,Helen Campbell,3
4,1,3,Contestant17,Mark Turner,3
4,1,3,Contestant18,Tim Bennett,5
4,1,3,Contestant19,Carrie Lee,5
4,1,3,Contestant20,Natalie Wright,2
4,1,4,Contestant16,Helen Campbell,4
4,1,4,Contestant17,Mark Turner,2
4,1,4,Contestant18,Tim Bennett,5
4,1,4,Contestant19,Carrie Lee,5
4,1,4,Contestant20,Natalie Wright,1
4,1,5,Contestant16,Helen Campbell,5
4,1,5,Contestant17,Mark Turner,1
4,1,5,Contestant18,Tim Bennett,4
4,1,5,Contestant19,Carrie Lee,2
4,1,5,Contestant20,Natalie Wright,2
4,2,1,Contestant16,Helen Campbell,1
4,2,1,Contestant17,Mark Turner,2
4,2,1,Contestant18,Tim Bennett,5
4,2,1,Contestant19,Carrie Lee,3
4,2,1,Contestant20,Natalie Wright,1
4,2,2,Contestant16,Helen Campbell,2
4,2,2,Contestant17,Mark Turner,1
4,2,2,Contestant18,Tim Bennett,1
4,2,2,Contestant19,Carrie Lee,3
4,2,2,Contestant20,Natalie Wright,5
4,2,3,Contestant16,Helen Campbell,1
4,2,3,Contestant17,Mark Turner,2
4,2,3,Contestant18,Tim Bennett,4
4,2,3,Contestant19,Carrie Lee,1
4,2,3,Contestant20,Natalie Wright,1
4,2,4,Contestant16,Helen Campbell,3
4,2,4,Contestant17,Mark Turner,5
4,2,4,Contestant18,Tim Bennett,4
4,2,4,Contestant19,Carrie Lee,2
4,2,4,Contestant20,Natalie Wright,4
4,2,5,Contestant16,Helen Campbell,2
4,2,5,Contestant17,Mark Turner,5
4,2,5,Contestant18,Tim Bennett,2
4,2,5,Contestant19,Carrie Lee,3
4,2,5,Contestant20,Natalie Wright,3
4,3,1,Contestant16,Helen Campbell,3
4,3,1,Contestant17,Mark Turner,3
4,3,1,Contestant18,Tim Bennett,4
4,3,1,Contestant19,Carrie Lee,5
4,3,1,Contestant20,Natalie Wright,2
4,3,2,Contestant16,Helen Campbell,2
4,3,2,Contestant17,Mark Turner,3
4,3,2,Contestant18,Tim Bennett,3
4,3,2,Contestant19,Carrie Lee,1
4,3,2,Contestant20,Natalie Wright,5
4,3,3,Contestant16,Helen Campbell,4
4,3,3,Contestant17,Mark Turner,2
4,3,3,Contestant18,Tim Bennett,1
4,3,3,Contestant19,Carrie Lee,1
4,3,3,Contestant20,Natalie Wright,2
4,3,4,Contestant16,Helen Campbell,4
4,3,4,Contestant17,Mark Turner,1
4,3,4,Contestant18,Tim Bennett,1
4,3,4,Contestant19,Carrie Lee,5
4,3,4,Contestant20,Natalie Wright,4
4,3,5,Contestant16,Helen Campbell,1
4,3,5,Contestant17,Mark Turner,4
4,3,5,Contestant18,Tim Bennett,2
4,3,5,Contestant19,Carrie Lee,3
4,3,5,Contestant20,Natalie Wright,1
4,4,1,Contestant16,Helen Campbell,5
4,4,1,Contestant17,Mark Turner,2
4,4,1,Contestant18,Tim Bennett,4
4,4,1,Contestant19,Carrie Lee,2
4,4,1,Contestant20,Natalie Wright,1
4,4,2,Contestant16,Helen Campbell,4
4,4,2,Contestant17,Mark Turner,3
4,4,2,Contestant18,Tim Bennett,2
4,4,2,Contestant19,Carrie Lee,1
4,4,2,Contestant20,Natalie Wright,5
4,4,3,Contestant16,Helen Campbell,4
4,4,3,Contestant17,Mark Turner,2
4,4,3,Contestant18,Tim Bennett,2
4,4,3,Contestant19,Carrie Lee,3
4,4,3,Contestant20,Natalie Wright,3
4,4,4,Contestant16,Helen Campbell,5
4,4,4,Contestant17,Mark Turner,5
4,4,4,Contestant18,Tim Bennett,1
4,4,4,Contestant19,Carrie Lee,1
4,4,4,Contestant20,Natalie Wright,5
4,4,5,Contestant16,Helen Campbell,5
4,4,5,Contestant17,Mark Turner,4
4,4,5,Contestant18,Tim Bennett,3
4,4,5,Contestant19,Carrie Lee,1
4,4,5,Contestant20,Natalie Wright,3
4,5,1,Contestant16,Helen Campbell,3
4,5,1,Contestant17,Mark Turner,5
4,5,1,Contestant18,Tim Bennett,4
4,5,1,Contestant19,Carrie Lee,2
4,5,1,Contestant20,Natalie Wright,4
4,5,2,Contestant16,Helen Campbell,4
4,5,2,Contestant17,Mark Turner,3
4,5,2,Contestant18,Tim Bennett,4
4,5,2,Contestant19,Carrie Lee,1
4,5,2,Contestant20,Natalie Wright,3
4,5,3,Contestant16,Helen Campbell,1
4,5,3,Contestant17,Mark Turner,2
4,5,3,Contestant18,Tim Bennett,3
4,5,3,Contestant19,Carrie Lee,2
4,5,3,Contestant20,Natalie Wright,3
4,5,4,Contestant16,Helen Campbell,5
4,5,4,Contestant17,Mark Turner,4
4,5,4,Contestant18,Tim Bennett,5
4,5,4,Contestant19,Carrie Lee,2
4,5,4,Contestant20,Natalie Wright,4
4,5,5,Contestant16,Helen Campbell,3
4,5,5,Contestant17,Mark Turner,4
4,5,5,Contestant18,Tim Bennett,1
4,5,5,Contestant19,Carrie Lee,4
4,5,5,Contestant20,Natalie Wright,1
4,6,1,Contestant16,Helen Campbell,4
4,6,1,Contestant17,Mark Turner,1
4,6,1,Contestant18,Tim Bennett,2
4,6,1,Contestant19,Carrie Lee,5
4,6,1,Contestant20,Natalie Wright,3
4,6,2,Contestant16,Helen Campbell,4
4,6,2,Contestant17,Mark Turner,5
4,6,2,Contestant18,Tim Bennett,3
4,6,2,Contestant19,Carrie Lee,3
4,6,2,Contestant20,Natalie Wright,1
4,6,3,Contestant16,Helen Campbell,2
4,6,3,Contestant17,Mark Turner,2
4,6,3,Contestant18,Tim Bennett,5
4,6,3,Contestant19,Carrie Lee,2
4,6,3,Contestant20,Natalie Wright,4
4,6,4,Contestant16,Helen Campbell,2
4,6,4,Contestant17,Mark Turner,5
4,6,4,Contestant18,Tim Bennett,2
4,6,4,Contestant19,Carrie Lee,4
4,6,4,Contestant20,Natalie Wright,1
4,6,5,Contestant16,Helen Campbell,5
4,6,5,Contestant17,Mark Turner,1
4,6,5,Contestant18,Tim Bennett,1
4,6,5,Contestant19,Carrie Lee,1
4,6,5,Contestant20,Natalie Wright,3
4,7,1,Contestant16,Helen Campbell,3
4,7,1,Contestant17,Mark Turner,1
4,7,1,Contestant18,Tim Bennett,5
4,7,1,Contestant19,Carrie Lee,4
4,7,1,Contestant20,Natalie Wright,4
4,7,2,Contestant16,Helen Campbell,2
4,7,2,Contestant17,Mark Turner,5
4,7,2,Contestant18,Tim Bennett,3
4,7,2,Contestant19,Carrie Lee,1
4,7,2,Contestant20,Natalie Wright,2
4,7,3,Contestant16,Helen Campbell,4
4,7,3,Contestant17,Mark Turner,3
4,7,3,Contestant18,Tim Bennett,3
4,7,3,Contestant19,Carrie Lee,1
4,7,3,Contestant20,Natalie Wright,4
4,7,4,Contestant16,Helen Campbell,5
4,7,4,Contestant17,Mark Turner,3
4,7,4,Contestant18,Tim Bennett,1
4,7,4,Contestant19,Carrie Lee,5
4,7,4,Contestant20,Natalie Wright,4
4,7,5,Contestant16,Helen Campbell,3
4,7,5,Contestant17,Mark Turner,5
4,7,5,Contestant18,Tim Bennett,5
4,7,5,Contestant19,Carrie Lee,5
4,7,5,Contestant20,Natalie Wright,3
4,8,1,Contestant16,Helen Campbell,3
4,8,1,Contestant17,Mark Turner,2
4,8,1,Contestant18,Tim Bennett,4
4,8,1,Contestant19,Carrie Lee,1
4,8,1,Contestant20,Natalie Wright,5
4,8,2,Contestant16,Helen Campbell,2
4,8,2,Contestant17,Mark Turner,1
4,8,2,Contestant18,Tim Bennett,2
4,8,2,Contestant19,Carrie Lee,3
4,8,2,Contestant20,Natalie Wright,5
4,8,3,Contestant16,Helen Campbell,1
4,8,3,Contestant17,Mark Turner,1
4,8,3,Contestant18,Tim Bennett,1
4,8,3,Contestant19,Carrie Lee,1
4,8,3,Contestant20,Natalie Wright,1
4,8,4,Contestant16,Helen Campbell,2
4,8,4,Contestant17,Mark Turner,5
4,8,4,Contestant18,Tim Bennett,3
4,8,4,Contestant19,Carrie Lee,3
4,8,4,Contestant20,Natalie Wright,3
4,8,5,Contestant16,Helen Campbell,3
4,8,5,Contestant17,Mark Turner,2
4,8,5,Contestant18,Tim Bennett,4
4,8,5,Contestant19,Carrie Lee,5
4,8,5,Contestant20,Natalie Wright,1
4,9,1,Contestant16,Helen Campbell,4
4,9,1,Contestant17,Mark Turner,3
4,9,1,Contestant18,Tim Bennett,4
4,9,1,Contestant19,Carrie Lee,5
4,9,1,Contestant20,Natalie Wright,1
4,9,2,Contestant16,Helen Campbell,1
4,9,2,Contestant17,Mark Turner,5
4,9,2,Contestant18,Tim Bennett,5
4,9,2,Contestant19,Carrie Lee,3
4,9,2,Contestant20,Natalie Wright,1
4,9,3,Contestant16,Helen Campbell,4
4,9,3,Contestant17,Mark Turner,2
4,9,3,Contestant18,Tim Bennett,2
4,9,3,Contestant19,Carrie Lee,5
4,9,3,Contestant20,Natalie Wright,3
4,9,4,Contestant16,Helen Campbell,2
4,9,4,Contestant17,Mark Turner,1
4,9,4,Contestant18,Tim Bennett,5
4,9,4,Contestant19,Carrie Lee,4
4,9,4,Contestant20,Natalie Wright,5
4,9,5,Contestant16,Helen Campbell,4
4,9,5,Contestant17,Mark Turner,5
4,9,5,Contestant18,Tim Bennett,5
4,9,5,Contestant19,Carrie Lee,5
4,9,5,Contestant20,Natalie Wright,4
4,10,1,Contestant16,Helen Campbell,4
4,10,1,Contestant17,Mark Turner,5
4,10,1,Contestant18,Tim Bennett,2
4,10,1,Contestant19,Carrie Lee,3
4,10,1,Contestant20,Natalie Wright,3
4,10,2,Contestant16,Helen Campbell,3
4,10,2,Contestant17,Mark Turner,4
4,10,2,Contestant18,Tim Bennett,4
4,10,2,Contestant19,Carrie Lee,2
4,10,2,Contestant20,Natalie Wright,3
4,10,3,Contestant16,Helen Campbell,3
4,10,3,Contestant17,Mark Turner,5
4,10,3,Contestant18,Tim Bennett,4
4,10,3,Contestant19,Carrie Lee,3
4,10,3,Contestant20,Natalie Wright,2
4,10,4,Contestant16,Helen Campbell,2
4,10,4,Contestant17,Mark Turner,3
4,10,4,Contestant18,Tim Bennett,4
4,10,4,Contestant19,Carrie Lee,2
4,10,4,Contestant20,Natalie Wright,5
4,10,5,Contestant16,Helen Campbell,2
4,10,5,Contestant17,Mark Turner,1
4,10,5,Contestant18,Tim Bennett,1
4,10,5,Contestant19,Carrie Lee,4
4,10,5,Contestant20,Natalie Wright,3
5,1,1,Contestant21,Wanda Henderson,4
5,1,1,Contestant22,Kate Watson,4
5,1,1,Contestant23,Tom Flores,4
5,1,1,Contestant24,Mike Phillips,4
5,1,1,Contestant25,Charlie Davies,5
5,1,2,Contestant21,Wanda Henderson,5
5,1,2,Contestant22,Kate Watson,2
5,1,2,Contestant23,Tom Flores,1
5,1,2,Contestant24,Mike Phillips,4
5,1,2,Contestant25,Charlie Davies,2
5,1,3,Contestant21,Wanda Henderson,1
5,1,3,Contestant22,Kate Watson,3
5,1,3,Contestant23,Tom Flores,5
5,1,3,Contestant24,Mike Phillips,1
5,1,3,Contestant25,Charlie Davies,3
5,1,4,Contestant21,Wanda Henderson,1
5,1,4,Contestant22,Kate Watson,5
5,1,4,Contestant23,Tom Flores,5
5,1,4,Contestant24,Mike Phillips,2
5,1,4,Contestant25,Charlie Davies,4
5,1,5,Contestant21,Wanda Henderson,1
5,1,5,Contestant22,Kate Watson,1
5,1,5,Contestant23,Tom Flores,3
5,1,5,Contestant24,Mike Phillips,5
5,1,5,Contestant25,Charlie Davies,1
5,2,1,Contestant21,Wanda Henderson,5
5,2,1,Contestant22,Kate Watson,1
5,2,1,Contestant23,Tom Flores,2
5,2,1,Contestant24,Mike Phillips,4
5,2,1,Contestant25,Charlie Davies,1
5,2,2,Contestant21,Wanda Henderson,5
5,2,2,Contestant22,Kate Watson,2
5,2,2,Contestant23,Tom Flores,1
5,2,2,Contestant24,Mike Phillips,3
5,2,2,Contestant25,Charlie Davies,4
5,2,3,Contestant21,Wanda Henderson,1
5,2,3,Contestant22,Kate Watson,2
5,2,3,Contestant23,Tom Flores,3
5,2,3,Contestant24,Mike Phillips,2
5,2,3,Contestant25,Charlie Davies,2
5,2,4,Contestant21,Wanda Henderson,3
5,2,4,Contestant22,Kate Watson,2
5,2,4,Contestant23,Tom Flores,3
5,2,4,Contestant24,Mike Phillips,1
5,2,4,Contestant25,Charlie Davies,3
5,2,5,Contestant21,Wanda Henderson,3
5,2,5,Contestant22,Kate Watson,4
5,2,5,Contestant23,Tom Flores,3
5,2,5,Contestant24,Mike Phillips,3
5,2,5,Contestant25,Charlie Davies,1
5,3,1,Contestant21,Wanda Henderson,4
5,3,1,Contestant22,Kate Watson,5
5,3,1,Contestant23,Tom Flores,1
5,3,1,Contestant24,Mike Phillips,1
5,3,1,Contestant25,Charlie Davies,5
5,3,2,Contestant21,Wanda Henderson,3
5,3,2,Contestant22,Kate Watson,2
5,3,2,Contestant23,Tom Flores,4
5,3,2,Contestant24,Mike Phillips,2
5,3,2,Contestant25,Charlie Davies,5
5,3,3,Contestant21,Wanda Henderson,1
5,3,3,Contestant22,Kate Watson,1
5,3,3,Contestant23,Tom Flores,4
5,3,3,Contestant24,Mike Phillips,1
5,3,3,Contestant25,Charlie Davies,1
5,3,4,Contestant21,Wanda Henderson,4
5,3,4,Contestant22,Kate Watson,4
5,3,4,Contestant23,Tom Flores,5
5,3,4,Contestant24,Mike Phillips,1
5,3,4,Contestant25,Charlie Davies,1
5,3,5,Contestant21,Wanda Henderson,5
5,3,5,Contestant22,Kate Watson,3
5,3,5,Contestant23,Tom Flores,3
5,3,5,Contestant24,Mike Phillips,3
5,3,5,Contestant25,Charlie Davies,5
5,4,1,Contestant21,Wanda Henderson,1
5,4,1,Contestant22,Kate Watson,5
5,4,1,Contestant23,Tom Flores,5
5,4,1,Contestant24,Mike Phillips,3
5,4,1,Contestant25,Charlie Davies,2
5,4,2,Contestant21,Wanda Henderson,1
5,4,2,Contestant22,Kate Watson,3
5,4,2,Contestant23,Tom Flores,2
5,4,2,Contestant24,Mike Phillips,2
5,4,2,Contestant25,Charlie Davies,4
5,4,3,Contestant21,Wanda Henderson,1
5,4,3,Contestant22,Kate Watson,2
5,4,3,Contestant23,Tom Flores,3
5,4,3,Contestant24,Mike Phillips,4
5,4,3,Contestant25,Charlie Davies,1
5,4,4,Contestant21,Wanda Henderson,5
5,4,4,Contestant22,Kate Watson,3
5,4,4,Contestant23,Tom Flores,2
5,4,4,Contestant24,Mike Phillips,2
5,4,4,Contestant25,Charlie Davies,3
5,4,5,Contestant21,Wanda Henderson,2
5,4,5,Contestant22,Kate Watson,4
5,4,5,Contestant23,Tom Flores,1
5,4,5,Contestant24,Mike Phillips,4
5,4,5,Contestant25,Charlie Davies,2
5,5,1,Contestant21,Wanda Henderson,5
5,5,1,Contestant22,Kate Watson,1
5,5,1,Contestant23,Tom Flores,1
5,5,1,Contestant24,Mike Phillips,3
5,5,1,Contestant25,Charlie Davies,3
5,5,2,Contestant21,Wanda Henderson,5
5,5,2,Contestant22,Kate Watson,1
5,5,2,Contestant23,Tom Flores,5
5,5,2,Contestant24,Mike Phillips,3
5,5,2,Contestant25,Charlie Davies,3
5,5,3,Contestant21,Wanda Henderson,1
5,5,3,Contestant22,Kate Watson,4
5,5,3,Contestant23,Tom Flores,2
5,5,3,Contestant24,Mike Phillips,3
5,5,3,Contestant25,Charlie Davies,3
5,5,4,Contestant21,Wanda Henderson,4
5,5,4,Contestant22,Kate Watson,4
5,5,4,Contestant23,Tom Flores,5
5,5,4,Contestant24,Mike Phillips,5
5,5,4,Contestant25,Charlie Davies,2
5,5,5,Contestant21,Wanda Henderson,2
5,5,5,Contestant22,Kate Watson,1
5,5,5,Contestant23,Tom Flores,5
5,5,5,Contestant24,Mike Phillips,3
5,5,5,Contestant25,Charlie Davies,5
5,6,1,Contestant21,Wanda Henderson,3
5,6,1,Contestant22,Kate Watson,4
5,6,1,Contestant23,Tom Flores,5
5,6,1,Contestant24,Mike Phillips,4
5,6,1,Contestant25,Charlie Davies,2
5,6,2,Contestant21,Wanda Henderson,2
5,6,2,Contestant22,Kate Watson,1
5,6,2,Contestant23,Tom Flores,5
5,6,2,Contestant24,Mike Phillips,4
5,6,2,Contestant25,Charlie Davies,3
5,6,3,Contestant21,Wanda Henderson,2
5,6,3,Contestant22,Kate Watson,2
5,6,3,Contestant23,Tom Flores,3
5,6,3,Contestant24,Mike Phillips,4
5,6,3,Contestant25,Charlie Davies,4
5,6,4,Contestant21,Wanda Henderson,5
5,6,4,Contestant22,Kate Watson,5
5,6,4,Contestant23,Tom Flores,1
5,6,4,Contestant24,Mike Phillips,2
5,6,4,Contestant25,Charlie Davies,5
5,6,5,Contestant21,Wanda Henderson,4
5,6,5,Contestant22,Kate Watson,3
5,6,5,Contestant23,Tom Flores,4
5,6,5,Contestant24,Mike Phillips,2
5,6,5,Contestant25,Charlie Davies,4
5,7,1,Contestant21,Wanda Henderson,1
5,7,1,Contestant22,Kate Watson,2
5,7,1,Contestant23,Tom Flores,3
5,7,1,Contestant24,Mike Phillips,1
5,7,1,Contestant25,Charlie Davies,2
5,7,2,Contestant21,Wanda Henderson,3
5,7,2,Contestant22,Kate Watson,1
5,7,2,Contestant23,Tom Flores,1
5,7,2,Contestant24,Mike Phillips,2
5,7,2,Contestant25,Charlie Davies,5
5,7,3,Contestant21,Wanda Henderson,1
5,7,3,Contestant22,Kate Watson,1
5,7,3,Contestant23,Tom Flores,3
5,7,3,Contestant24,Mike Phillips,4
5,7,3,Contestant25,Charlie Davies,2
5,7,4,Contestant21,Wanda Henderson,2
5,7,4,Contestant22,Kate Watson,5
5,7,4,Contestant23,Tom Flores,5
5,7,4,Contestant24,Mike Phillips,2
5,7,4,Contestant25,Charlie Davies,5
5,7,5,Contestant21,Wanda Henderson,3
5,7,5,Contestant22,Kate Watson,2
5,7,5,Contestant23,Tom Flores,5
5,7,5,Contestant24,Mike Phillips,2
5,7,5,Contestant25,Charlie Davies,4
5,8,1,Contestant21,Wanda Henderson,1
5,8,1,Contestant22,Kate Watson,2
5,8,1,Contestant23,Tom Flores,1
5,8,1,Contestant24,Mike Phillips,5
5,8,1,Contestant25,Charlie Davies,1
5,8,2,Contestant21,Wanda Henderson,2
5,8,2,Contestant22,Kate Watson,4
5,8,2,Contestant23,Tom Flores,5
5,8,2,Contestant24,Mike Phillips,2
5,8,2,Contestant25,Charlie Davies,5
5,8,3,Contestant21,Wanda Henderson,3
5,8,3,Contestant22,Kate Watson,1
5,8,3,Contestant23,Tom Flores,3
5,8,3,Contestant24,Mike Phillips,2
5,8,3,Contestant25,Charlie Davies,4
5,8,4,Contestant21,Wanda Henderson,5
5,8,4,Contestant22,Kate Watson,1
5,8,4,Contestant23,Tom Flores,5
5,8,4,Contestant24,Mike Phillips,2
5,8,4,Contestant25,Charlie Davies,5
5,8,5,Contestant21,Wanda Henderson,1
5,8,5,Contestant22,Kate Watson,2
5,8,5,Contestant23,Tom Flores,5
5,8,5,Contestant24,Mike Phillips,4
5,8,5,Contestant25,Charlie Davies,2
5,9,1,Contestant21,Wanda Henderson,2
5,9,1,Contestant22,Kate Watson,4
5,9,1,Contestant23,Tom Flores,3
5,9,1,Contestant24,Mike Phillips,1
5,9,1,Contestant25,Charlie Davies,3
5,9,2,Contestant21,Wanda Henderson,5
5,9,2,Contestant22,Kate Watson,4
5,9,2,Contestant23,Tom Flores,3
5,9,2,Contestant24,Mike Phillips,2
5,9,2,Contestant25,Charlie Davies,5
5,9,3,Contestant21,Wanda Henderson,5
5,9,3,Contestant22,Kate Watson,3
5,9,3,Contestant23,Tom Flores,3
5,9,3,Contestant24,Mike Phillips,4
5,9,3,Contestant25,Charlie Davies,1
5,9,4,Contestant21,Wanda Henderson,3
5,9,4,Contestant22,Kate Watson,3
5,9,4,Contestant23,Tom Flores,2
5,9,4,Contestant24,Mike Phillips,5
5,9,4,Contestant25,Charlie Davies,1
5,9,5,Contestant21,Wanda Henderson,2
5,9,5,Contestant22,Kate Watson,4
5,9,5,Contestant23,Tom Flores,4
5,9,5,Contestant24,Mike Phillips,3
5,9,5,Contestant25,Charlie Davies,3
5,10,1,Contestant21,Wanda Henderson,4
5,10,1,Contestant22,Kate Watson,3
5,10,1,Contestant23,Tom Flores,1
5,10,1,Contestant24,Mike Phillips,3
5,10,1,Contestant25,Charlie Davies,5
5,10,2,Contestant21,Wanda Henderson,3
5,10,2,Contestant22,Kate Watson,2
5,10,2,Contestant23,Tom Flores,1
5,10,2,Contestant24,Mike Phillips,2
5,10,2,Contestant25,Charlie Davies,2
5,10,3,Contestant21,Wanda Henderson,5
5,10,3,Contestant22,Kate Watson,1
5,10,3,Contestant23,Tom Flores,1
5,10,3,Contestant24,Mike Phillips,1
5,10,3,Contestant25,Charlie Davies,1
5,10,4,Contestant21,Wanda Henderson,1
5,10,4,Contestant22,Kate Watson,5
5,10,4,Contestant23,Tom Flores,3
5,10,4,Contestant24,Mike Phillips,2
5,10,4,Contestant25,Charlie Davies,1
5,10,5,Contestant21,Wanda Henderson,3
5,10,5,Contestant22,Kate Watson,3
5,10,5,Contestant23,Tom Flores,2
5,10,5,Contestant24,Mike Phillips,5
5,10,5,Contestant25,Charlie Davies,4
6,1,1,Contestant26,Oscar Allen,4
6,1,1,Contestant27,Ian Turner,3
6,1,1,Contestant28,Zach Davies,2
6,1,1,Contestant29,Harry Stewart,4
6,1,1,Contestant30,Phil Green,3
6,1,2,Contestant26,Oscar Allen,5
6,1,2,Contestant27,Ian Turner,4
6,1,2,Contestant28,Zach Davies,3
6,1,2,Contestant29,Harry Stewart,3
6,1,2,Contestant30,Phil Green,1
6,1,3,Contestant26,Oscar Allen,5
6,1,3,Contestant27,Ian Turner,1
6,1,3,Contestant28,Zach Davies,2
6,1,3,Contestant29,Harry Stewart,1
6,1,3,Contestant30,Phil Green,1
6,1,4,Contestant26,Oscar Allen,4
6,1,4,Contestant27,Ian Turner,3
6,1,4,Contestant28,Zach Davies,5
6,1,4,Contestant29,Harry Stewart,1
6,1,4,Contestant30,Phil Green,5
6,1,5,Contestant26,Oscar Allen,1
6,1,5,Contestant27,Ian Turner,2
6,1,5,Contestant28,Zach Davies,1
6,1,5,Contestant29,Harry Stewart,4
6,1,5,Contestant30,Phil Green,3
6,2,1,Contestant26,Oscar Allen,2
6,2,1,Contestant27,Ian Turner,1
6,2,1,Contestant28,Zach Davies,5
6,2,1,Contestant29,Harry Stewart,2
6,2,1,Contestant30,Phil Green,2
6,2,2,Contestant26,Oscar Allen,1
6,2,2,Contestant27,Ian Turner,2
6,2,2,Contestant28,Zach Davies,5
6,2,2,Contestant29,Harry Stewart,2
